spanish,english
Insultó a nuestro equipo.,He insulted our team.
Él es un joven japonés.,He is a Japanese boy.
Él es un hombre cruel.,He is a cruel person.
Él es un buen estudiante.,He is a good student.
Es un hombre guapo.,He is a handsome man.
Él es un crítico muy severo.,He is a harsh critic.
Él es un estudiante holgazán.,He is a lazy student.
Es un hueso duro de roer.,He is a tough cookie.
Está a punto de irse.,He is about to leave.
Él tiene más o menos tu misma edad.,He is about your age.
Él le teme a los perros.,He is afraid of dogs.
Él le tiene miedo a los perros.,He is afraid of dogs.
Él tiene miedo de nadar.,He is afraid to swim.
Siempre está leyendo.,He is always reading.
Siempre está conmigo.,He is always with me.
Él es un hábil banquero.,He is an able banker.
Él es un buen abogado.,He is an able lawyer.
Él es un abogado capaz.,He is an able lawyer.
Él es un héroe mal reconocido.,He is an unsung hero.
Él mide lo mismo que ella.,He is as tall as her.
Él tiene cerca de sesenta años.,He is close to sixty.
Él no es nada feliz.,He is far from happy.
Él mide cinco pies.,He is five feet tall.
Él está lleno de energía.,He is full of energy.
Él está mejorando.,He is getting better.
Él juega bien al fútbol.,He is good at soccer.
Es difícil hacerlo feliz.,He is hard to please.
Es difícil satisfacerlo.,He is hard to please.
Es difícil de complacer.,He is hard to please.
Él es su propio amo.,He is his own master.
Él tiene mala salud.,He is in poor health.
Él está ahora metido en un lío.,He is in trouble now.
Él es vago por naturaleza.,He is lazy by nature.
Es probable que él venga.,He is likely to come.
Él está haciendo galletas.,He is making cookies.
Él prepara galletas.,He is making cookies.
Él es mi mejor amigo.,He is my best friend.
Él ya no está aquí.,He is no longer here.
No está más aquí.,He is no longer here.
Ahora está solo.,He is now on his own.
Él es muy querido para nosotros.,He is precious to us.
Él está leyendo un libro.,He is reading a book.
Él sigue parado.,He is still standing.
Está muy deprimido.,He is very depressed.
Es muy depresivo.,He is very depressed.
Él es muy sensible.,He is very sensitive.
Está escribiendo un libro.,He is writing a book.
Él no es estadounidense.,He isn't an American.
"Él no está aquí, ¿verdad?","He isn't here, is he?"
Él lo sabía desde un comienzo.,He knew it all along.
Él sabe nadar.,He knows how to swim.
Él se fue hace un minuto.,He left a minute ago.
Él me prestó dos libros.,He lent me two books.
A él le gusta esta guitarra.,He likes this guitar.
A él le gusta ver televisión.,He likes to watch TV.
A él le gusta ver televisión.,He likes watching TV.
Él vivió una vida dura.,He lived a hard life.
Él vivió una larga vida.,He lived a long life.
Él vive en Nagasaki.,He lives in Nagasaki.
Vive en Yokohama.,He lives in Yokohama.
Él vive en la ciudad.,He lives in the city.
Él vive como un rey.,He lives like a king.
Él vive allí solo.,He lives there alone.
Él vive ahí solo.,He lives there alone.
Él parecía muy feliz.,He looked very happy.
Parece un poco cansado.,He looks a bit tired.
Él perdió su vista.,He lost his eyesight.
Él contestó de manera tosca.,He made a rude reply.
Él se casó por dinero.,He married for money.
Él se casó con mi hermana.,He married my sister.
Él echa de menos a su familia.,He misses his family.
Él debe tener unos 40.,He must be around 40.
Él nunca le dijo a nadie.,He never told anyone.
Él corrió a toda velocidad,He ran at full speed.
Entró en la habitación corriendo.,He ran into the room.
Él salió corriendo desnudo.,He ran outside naked.
Él tocó el timbre.,He rang the doorbell.
Él rara vez fue ahí.,He rarely went there.
Él se quitó la camisa.,He removed his shirt.
Él lo repitió otra vez.,He repeated it again.
Él ridiculizó mi idea.,He ridiculed my idea.
Él vio a una hermosa joven.,He saw a pretty girl.
Él vio a una chica guapa.,He saw a pretty girl.
Él vio a una bonita muchacha.,He saw a pretty girl.
Parece estar muy feliz.,He seems quite happy.
Parece estar mintiendo.,He seems to be lying.
No suele enfadarse.,He seldom gets angry.
Él rara vez fue ahí.,He seldom went there.
Me mandó un regalo.,He sent me a present.
Él partió hacia Tokio.,He set out for Tokyo.
Será castigado.,He shall be punished.
Él me mostró el camino.,He showed me the way.
Él habla portugués.,He speaks Portuguese.
Hablaba muy alto.,He spoke very loudly.
Él estudia muy duro.,He studies very hard.
Él se enfermó de súbito.,He suddenly fell ill.
Él habló consigo mismo.,He talked to himself.
Él me habla mucho.,He talks to me a lot.
Él me enseñó historia.,He taught me history.
Él piensa que la amo.,He thinks I love her.
Él le dijo que estudiara.,He told her to study.
Él le dijo que estudiara.,He told him to study.
Él me dijo la verdad.,He told me the truth.
Me dijo la verdad.,He told me the truth.
Él se quitó el abrigo.,He took off his coat.
Él intentó levantarse.,He tried to stand up.
Él dobló en esa esquina.,He turned the corner.
Él antes vivía aquí.,He used to live here.
Solía vivir aquí.,He used to live here.
Él quería triunfar.,He wanted to succeed.
Quiere vasos rojos.,He wants red glasses.
Él se quiere encontrar con ustedes.,He wants to meet you.
Era un buen amigo.,He was a good friend.
Él era un buen amigo.,He was a good friend.
Él estaba muy atento.,He was all attention.
Era un hombre honesto.,He was an honest man.
Estaba en la ducha.,He was in the shower.
Lo obligaron a hacerlo así.,He was made to do so.
Lo metieron en prisión.,He was put in prison.
Lo metieron preso.,He was put in prison.
Él ni siquiera estaba allí.,He wasn't even there.
Él fue a cazar ciervos.,He went deer hunting.
Ha ido a la tienda.,He went to the store.
Él volverá en seguida.,He will be back soon.
Él estará pronto aquí.,He will be here soon.
Él trabaja en el banco.,He works at the bank.
Trabaja en el banco.,He works at the bank.
Él es una mala influencia.,He's a bad influence.
Él es jugador de tenis.,He's a tennis player.
Él ya está casado.,He's already married.
Él está loco por ella.,He's crazy about her.
Él está loco por vos.,He's crazy about you.
Él está loco por ti.,He's crazy about you.
Está loco por ti.,He's crazy about you.
Se está comiendo una manzana.,He's eating an apple.
Tiene cáncer de pulmón.,He's got lung cancer.
Él es avaro y vago.,He's greedy and lazy.
Él está en el hospital.,He's in the hospital.
Él es solo un principiante.,He's just an amateur.
Él es solo un aficionado.,He's just an amateur.
Él está enfadado con todos.,He's mad at everyone.
Es mi hermanastro.,He's my half-brother.
Él se ofreció a ayudar.,He's offered to help.
Es uno de los mejores.,He's one of the best.
Está fuera de posición.,He's out of position.
Está justo detrás de mí.,He's right behind me.
Él es demasiado mayor para ella.,He's too old for her.
Es demasiado viejo para ti.,He's too old for you.
Lo único que quiero es salud.,Health is all I want.
Ayúdale con el francés.,Help him with French.
Su hija está enferma.,Her daughter is sick.
Su rostro palideció.,Her face turned pale.
Su sombrero se veía gracioso.,Her hat looked funny.
Sus padres me querían.,Her parents loved me.
Aquí están las entradas.,Here are the tickets.
Aquí viene el tren.,Here comes the train!
Aquí viene el tren.,Here comes the train.
Aquí está la lista de vinos.,Here's the wine list.
Che. Eso no es justo.,Hey. That's not fair.
"Che, ¿qué está pasando?",Hey. What's going on?
¡Hola! ¿Trabajáis aquí?,Hi! Do you work here?
Su tía parece joven.,His aunt looks young.
Su sangre hierve.,His blood is boiling.
Su libro me inspiró.,His book inspired me.
Sus manos se sienten ásperas.,His hands feel rough.
Sus manos estaban vacías.,His hands were empty.
Su madre estaba en lo correcto,His mother was right.
Le sangra la nariz.,His nose is bleeding.
Sus padres lo odian.,His parents hate him.
Sus dientes eran blancos.,His teeth were white.
Espera un momento.,Hold it for a second.
Dame un segundo.,Hold it for a second.
"Con suerte, vamos a ganar.","Hopefully, we'll win."
¿Cómo están los niños?,How are the children?
¡Qué bella es ella!,How beautiful she is!
¿Qué tan grande es el parque?,How big is this park?
¿Cómo puedes aguantarlo?,How can you stand it?
¿Cómo podría ayudarte?,How could I help you?
¿Cuál es la profundidad del agujero?,How deep is the hole?
¿Cómo de profundo es el lago?,How deep is the lake?
¿Cómo lo averiguó Tom?,How did Tom find out?
¿Cómo llegó Tom aquí?,How did Tom get here?
¿Cómo llegó a casa Tom?,How did Tom get home?
¿Cómo se lastimó Tom?,How did Tom get hurt?
¿Cómo ha llegado él hasta aquí?,How did he come here?
¿Cómo encontraste a Tom?,How did you find Tom?
¿Cómo mataste a Tom?,How did you kill Tom?
¿Cómo viste eso?,How did you see that?
¿Cómo os conocisteis vosotros dos?,How did you two meet?
¿Cómo te salió el examen?,How did your test go?
¿Cómo hago para ganar peso?,How do I gain weight?
¿Cómo abro un archivo?,How do I open a file?
¿Cómo sabes esto?,How do you know this?
¿Cómo los quieres?,How do you want them?
¿Cómo los quiere?,How do you want them?
¿Qué tan lejos vamos a ir?,How far are we going?
¿Qué altura tiene el monte Fuji?,How high is Mt. Fuji?
¿Cómo es eso posible?,How is that possible?
¿Cómo está tu hija?,How is your daughter?
¿Cuánto tiempo duró?,How long did it last?
¿Cuántos necesitas?,How many do you need?
¿Cuántas necesitas?,How many do you need?
¿Cuántos quiere?,How many do you want?
¿Cuántos quieres?,How many do you want?
¿Cuántos murieron?,How many people died?
¿A cuánto están las naranjas?,How much are oranges?
¿Cuánto cuestan las naranjas?,How much are oranges?
¿Cuánto puedes apostar?,How much can you bet?
¿Cuánto has pagado?,How much did you pay?
¿Cuánto pagaste?,How much did you pay?
¿Cuánto pagó?,How much did you pay?
¿Cuánto pagaron?,How much did you pay?
¿Cuánto viste?,How much did you see?
¿Cuánto ganas?,How much do you earn?
¿Cuánto cuesta una manzana?,How much is an apple?
¿Cuánto cuesta este bolígrafo?,How much is this pen?
¿Cuánto cuesta esta corbata?,How much is this tie?
¿Cuánto es demasiado?,How much is too much?
¿Cuántos años tienen los niños?,How old are the kids?
¿Qué edad tiene tu esposa?,How old is your wife?
¿Qué tal ha ido hoy en el colegio?,How was school today?
¿Qué tal fue el partido de hoy?,How was today's game?
¿Qué tal el partido de hoy?,How was today's game?
¿Qué tal el examen de hoy?,How was today's test?
¿Cómo estuvo tu día libre?,How was your holiday?
¿Cómo estuvo el fin de semana?,How was your weekend?
¿Cómo la pasaron en el fin de semana?,How was your weekend?
¿Cómo los mataron?,How were they killed?
¿Cómo las mataron?,How were they killed?
¿Cómo me detendrás?,How will you stop me?
¿Cómo es el agua aquí?,How's the water here?
¿Cómo va el trabajo?,How's the work going?
Admiro su valor.,I admire his courage.
Admiro su talento.,I admire your talent.
Admiro tu talento.,I admire your talent.
Admiro vuestro talento.,I admire your talent.
Ya me he disculpado.,I already apologized.
Ya me disculpé.,I already apologized.
Ya lo llamé.,I already called him.
Ya lo he intentado.,I already tried that.
También me gusta pintar.,I also like painting.
También me gusta la pintura.,I also like painting.
Siempre te creo.,I always believe you.
Siempre estoy hambriento.,I always feel hungry.
Soy extranjero aquí.,I am a stranger here.
Soy un tenista.,I am a tennis player.
Soy tenista.,I am a tennis player.
Los osos me dan miedo.,I am afraid of bears.
Tengo miedo de morir.,I am afraid of dying.
Yo también estoy desempleado.,I am also unemployed.
Soy mejor que tú.,I am better than you.
Estoy construyendo una pared.,I am building a wall.
Cuento con ustedes.,I am counting on you.
Estoy tomando café.,I am drinking coffee.
Estoy conduciendo un camión.,I am driving a truck.
Conduzco un camión.,I am driving a truck.
Estoy comiendo una manzana.,I am eating an apple.
Me estoy comiendo una manzana.,I am eating an apple.
Me gusta leer libros.,I am fond of reading.
Me obligan a hacerlo.,I am forced to do it.
Me estoy vistiendo.,I am getting dressed.
Me estoy poniendo ropa.,I am getting dressed.
Estoy contento de verla.,I am glad to see her.
Voy a la escuela.,I am going to school.
Me río de Tom.,I am laughing at Tom.
Me estoy riendo de ti.,I am laughing at you.
Soy como mi hermano.,I am like my brother.
Estoy ordeñando a mi cabra.,I am milking my goat.
Estoy trapeando mi cuarto.,I am mopping my room.
No te estoy dejando.,I am not leaving you.
No te abandonaré.,I am not leaving you.
Estoy revolviendo mi té.,I am stirring my tea.
Estoy seguro de triunfar.,I am sure of success.
¡Me muero de hambre!,I am terribly hungry.
Estoy esperando mi turno.,I am waiting my turn.
Estoy malgastando mi tiempo.,I am wasting my time.
Estoy escribiendo una novela.,I am writing a novel.
Pido disculpas por eso.,I apologize for that.
Le pedí a Tom que lo hiciera.,I asked Tom to do it.
Le pedí a Tom que condujera.,I asked Tom to drive.
Le pedí a Tom que condujese.,I asked Tom to drive.
Le pedía a Tom que se diese prisa.,I asked Tom to hurry.
Le pedí a Tom que se fuera.,I asked Tom to leave.
Le pedí a Tom que se fuese.,I asked Tom to leave.
Le pedí a Tom que se marchase.,I asked Tom to leave.
Le pedí ayuda.,I asked for his help.
La saqué a bailar.,I asked her to dance.
Ayer comí huevos.,I ate eggs yesterday.
Ayer comí pescado.,I ate fish yesterday.
Comí pescado ayer.,I ate fish yesterday.
Comí tres panchos.,I ate three hot dogs.
Desperté de un sueño.,I awoke from a dream.
No tengo malicia hacia él.,I bear him no malice.
Te suplico que me ayudes.,I beg you to help me.
Te ruego que nos ayudes.,I beg you to help us.
Le rogué a Tom que se quedara.,I begged Tom to stay.
Yo creo tu historia.,I believe your story.
Pedí prestado el auto de Tom.,I borrowed Tom's car.
He comprado un diario rojo.,I bought a red diary.
Compré una lámpara vieja.,I bought an old lamp.
Compré un paraguas.,I bought an umbrella.
Compré pan fresco.,I bought fresh bread.
Le compré un reloj.,I bought her a clock.
Le compré un reloj.,I bought her a watch.
Se lo compré a Tom.,I bought it from Tom.
Me rompí la pierna derecha.,I broke my right leg.
Quebré tu cenicero.,I broke your ashtray.
Lo traje para ti.,I brought it for you.
Me quemé la yema del dedo.,I burnt my fingertip.
Yo vine aquí a estudiar.,I came here to study.
Vine aquí con Tom.,I came here with Tom.
Yo mismo puedo hacer esto.,I can do this myself.
Me lo puedo comer aquí.,I can eat it in here.
Apenas puedo respirar.,I can hardly breathe.
Yo puedo andar en bicicleta.,I can ride a bicycle.
Puedo empezar mañana.,I can start tomorrow.
Todavía puedo oírte.,I can still hear you.
